"genes","value","phenotype","symbol"
"ENSG00000101276",1.03166808330377,"LumB","SLC52A3"
"ENSG00000118257",1.03162396880165,"TN","NRP2"
"ENSG00000166313",1.03161226232422,"TN","APBB1"
"ENSG00000150753",1.03134717228237,"TN","CCT5"
"ENSG00000163833",1.03115986372808,"TN","FBXO40"
"ENSG00000123388",1.03094231953436,"TN","HOXC11"
"ENSG00000204922",1.0308428215578,"TN","UQCC3"
"ENSG00000196236",1.03083049308286,"TN","XPNPEP3"
"ENSG00000172273",1.03071603255423,"TN","HINFP"
"ENSG00000118971",1.03071593287305,"TN","CCND2"
"ENSG00000290846",1.0306846877743,"TN","LOC107985911"
"ENSG00000153902",1.03064704296147,"TN","LGI4"
"ENSG00000133812",1.03001592945472,"TN","SBF2"
"ENSG00000156413",1.02984430950199,"TN","FUT6"
"ENSG00000175567",1.02954519162369,"TN","UCP2"
"ENSG00000162368",1.02896571573262,"TN","CMPK1"
"ENSG00000291136",1.0286845567161,"TN","RABGEF1P1"
"ENSG00000291281",1.02843979994623,"TN","COL6A4P1"
"ENSG00000160714",1.02806636904461,"TN","UBE2Q1"
"ENSG00000213341",1.02794148453897,"LumB","CHUK"
"ENSG00000224184",1.02778722744307,"TN","MIR3681HG"
"ENSG00000167522",1.0273855486625,"TN","ANKRD11"
"ENSG00000143476",1.02704826186855,"TN","DTL"
"ENSG00000145901",1.02653684964431,"TN","TNIP1"
"ENSG00000106246",1.02634630734882,"TN","PTCD1"
"ENSG00000172476",1.0257178426157,"LumB","RAB40A"
"ENSG00000140937",1.0253448204317,"TN","CDH11"
"ENSG00000116791",1.02525892880559,"TN","CRYZ"
"ENSG00000165912",1.02507526670145,"LumB","PACSIN3"
"ENSG00000121904",1.02506809076852,"TN","CSMD2"
"ENSG00000140391",1.02504652203247,"TN","TSPAN3"
"ENSG00000170471",1.02492349417665,"TN","RALGAPB"
"ENSG00000091844",1.02485109663365,"TN","RGS17"
"ENSG00000159363",1.02482149965964,"TN","ATP13A2"
"ENSG00000093072",1.02443203055065,"TN","ADA2"
"ENSG00000158220",1.02440362417865,"TN","ESYT3"
"ENSG00000103494",1.02392917529053,"TN","RPGRIP1L"
"ENSG00000138207",1.023879211841,"TN","RBP4"
"ENSG00000276966",1.02346623714359,"LumB","H4C5"
"ENSG00000150961",1.02330582087981,"TN","SEC24D"
"ENSG00000281706",1.02301572049552,"TN","LINC01012"
"ENSG00000162241",1.02279630672314,"TN","SLC25A45"
"ENSG00000163635",1.02244560037693,"TN","ATXN7"
"ENSG00000154310",1.0221622398435,"TN","TNIK"
"ENSG00000135932",1.02210257551784,"TN","CAB39"
"ENSG00000156265",1.02175906237998,"TN","MAP3K7CL"
"ENSG00000167995",1.0215142445807,"TN","BEST1"
"ENSG00000146535",1.02145104978731,"TN","GNA12"
"ENSG00000135424",1.02118597840402,"TN","ITGA7"
"ENSG00000198003",1.02111513604985,"TN","ODAD3"
"ENSG00000100030",1.02042391317007,"LumB","MAPK1"
"ENSG00000069966",1.0202879893917,"TN","GNB5"
"ENSG00000149295",1.02024716553969,"TN","DRD2"
"ENSG00000119977",1.02021530674481,"TN","TCTN3"
"ENSG00000225791",1.01963187105005,"TN","TRAM2-AS1"
"ENSG00000176230",1.01943663256104,"TN","OR4K17"
"ENSG00000111331",1.01938808161282,"TN","OAS3"
"ENSG00000109111",1.01930949483418,"TN","SUPT6H"
"ENSG00000257337",1.01919621769717,"TN","TNS2-AS1"
"ENSG00000113249",1.01912276972103,"TN","HAVCR1"
"ENSG00000129514",1.01910694037175,"TN","FOXA1"
"ENSG00000156802",1.01891889753849,"TN","ATAD2"
"ENSG00000100150",1.01886715430803,"TN","DEPDC5"
"ENSG00000237125",1.01873372894297,"TN","HAND2-AS1"
"ENSG00000134072",1.01839302067479,"TN","CAMK1"
"ENSG00000258334",1.01808180673001,"TN","TROAP-AS1"
"ENSG00000148926",1.01801662332528,"TN","ADM"
"ENSG00000040199",1.01786520866782,"TN","PHLPP2"
"ENSG00000116750",1.01738060014942,"TN","UCHL5"
"ENSG00000148634",1.01730231150945,"LumB","HERC4"
"ENSG00000125746",1.01727997157354,"TN","EML2"
"ENSG00000131914",1.01721507781088,"TN","LIN28A"
"ENSG00000133401",1.01696660020522,"TN","PDZD2"
"ENSG00000169760",1.01661093665519,"TN","NLGN1"
"ENSG00000268388",1.01647195919986,"TN","FENDRR"
"ENSG00000086619",1.01550648002089,"TN","ERO1B"
"ENSG00000171475",1.01533424800738,"TN","WIPF2"
"ENSG00000166147",1.01525213425216,"TN","FBN1"
"ENSG00000111344",1.01509798088577,"HER2","RASAL1"
"ENSG00000163251",1.01507638302904,"TN","FZD5"
"ENSG00000095066",1.01386569201471,"TN","HOOK2"
"ENSG00000113649",1.01383595277568,"TN","TCERG1"
"ENSG00000171552",1.01314026544128,"TN","BCL2L1"
"ENSG00000143842",1.01290367873228,"TN","SOX13"
"ENSG00000051382",1.0128216782766,"TN","PIK3CB"
"ENSG00000111348",1.01278145049921,"LumB","ARHGDIB"
"ENSG00000087274",1.01205857897351,"TN","ADD1"
"ENSG00000100083",1.01199651196738,"TN","GGA1"
"ENSG00000100299",1.01197188738212,"TN","ARSA"
"ENSG00000122741",1.01183682938856,"TN","DCAF10"
"ENSG00000168675",1.01172492001437,"TN","LDLRAD4"
"ENSG00000100852",1.01088476360174,"TN","ARHGAP5"
"ENSG00000123416",1.01083256007551,"TN","TUBA1B"
"ENSG00000164638",1.01053845008192,"TN","SLC29A4"
"ENSG00000122483",1.01043894676584,"TN","CCDC18"
"ENSG00000010361",1.01040724585699,"TN","FUZ"
"ENSG00000224281",1.01028121210715,"TN","SLC25A5-AS1"
"ENSG00000132676",1.01026349639021,"LumB","DAP3"
"ENSG00000123119",1.01012656881461,"TN","NECAB1"
"ENSG00000137274",1.00990894718188,"TN","BPHL"
"ENSG00000129682",1.00986467525404,"TN","FGF13"
"ENSG00000140299",1.00963597660261,"TN","BNIP2"
"ENSG00000168944",1.00961381761039,"TN","CEP120"
"ENSG00000266412",1.00951128583237,"LumB","NCOA4"
"ENSG00000153944",1.00950496085122,"TN","MSI2"
"ENSG00000160741",1.00931070180067,"TN","CRTC2"
"ENSG00000079308",1.00925574847097,"TN","TNS1"
"ENSG00000186281",1.00895630767373,"TN","GPAT2"
"ENSG00000198561",1.00866811643954,"TN","CTNND1"
"ENSG00000164171",1.00851483858581,"TN","ITGA2"
"ENSG00000117899",1.00839732635051,"TN","MESD"
"ENSG00000197299",1.00821059275366,"TN","BLM"
"ENSG00000119335",1.0080884445035,"TN","SET"
"ENSG00000196235",1.00765275506273,"TN","SUPT5H"
"ENSG00000056972",1.0070926634492,"TN","TRAF3IP2"
"ENSG00000230207",1.00696875392931,"LumB","RPL4P5"
"ENSG00000101194",1.0069595317177,"TN","SLC17A9"
"ENSG00000205562",1.00669327511995,"TN","FLRT2-AS1"
"ENSG00000112379",1.006529290343,"TN","ARFGEF3"
"ENSG00000173253",1.00630323892951,"TN","DMRT2"
"ENSG00000114127",1.0060103762582,"TN","XRN1"
"ENSG00000136068",1.00595182930283,"TN","FLNB"
"ENSG00000143776",1.00580951435669,"TN","CDC42BPA"
"ENSG00000183943",1.00456910194208,"TN","PRKX"
"ENSG00000269072",1.00455830366666,"TN","LOC101928517"
"ENSG00000149357",1.00402751931751,"TN","LAMTOR1"
"ENSG00000066813",1.00396369047497,"TN","ACSM2B"
"ENSG00000120733",1.00395133883065,"TN","KDM3B"
"ENSG00000184743",1.00392506298453,"TN","ATL3"
"ENSG00000141378",1.00377933014073,"TN","PTRH2"
"ENSG00000149488",1.00373254899885,"TN","TMC2"
"ENSG00000142208",1.00365822480665,"TN","AKT1"
"ENSG00000112541",1.00354736723678,"TN","PDE10A"
"ENSG00000044446",1.00334097453333,"TN","PHKA2"
"ENSG00000115677",1.00326201309935,"LumB","HDLBP"
"ENSG00000111142",1.00295225338267,"LumB","METAP2"
"ENSG00000174963",1.0027970357761,"TN","ZIC4"
"ENSG00000166439",1.00244660876725,"TN","RNF169"
"ENSG00000166450",1.00233223727334,"TN","PRTG"
"ENSG00000272668",1.00226940259975,"TN","LOC107985216"
"ENSG00000189127",1.00213340561434,"TN","ANKRD34B"
"ENSG00000126368",1.00201138360608,"TN","NR1D1"
"ENSG00000234777",1.0015308124862,"TN","LINC02529"
"ENSG00000286447",1.00085542450652,"TN","LOC124909397"
"ENSG00000162849",1.00025618304462,"TN","KIF26B"
"ENSG00000100324",0.999607693833361,"TN","TAB1"
"ENSG00000111726",0.999374723015537,"LumB","CMAS"
"ENSG00000132294",0.999249169820173,"TN","EFR3A"
"ENSG00000160216",0.998669405840977,"TN","AGPAT3"
"ENSG00000113722",0.998628182493778,"TN","CDX1"
"ENSG00000135720",0.998205218934482,"HER2","DYNC1LI2"
"ENSG00000141293",0.997912553068645,"TN","SKAP1"
"ENSG00000129965",0.99733444855876,"TN","INS-IGF2"
"ENSG00000169016",0.997047316289638,"TN","E2F6"
"ENSG00000046604",0.997023849145731,"TN","DSG2"
"ENSG00000255585",0.996782936622103,"TN","LOC651337"
"ENSG00000164346",0.9967763861442,"TN","NSA2"
"ENSG00000054938",0.996745027997325,"TN","CHRDL2"
"ENSG00000140025",0.996031989333498,"TN","EFCAB11"
"ENSG00000182264",0.995387320575648,"TN","IZUMO1"
"ENSG00000091972",0.995331139059419,"TN","CD200"
"ENSG00000072682",0.994117552400603,"TN","P4HA2"
"ENSG00000177000",0.994002783636783,"TN","MTHFR"
"ENSG00000198938",0.993707597114732,"TN","COX3"
"ENSG00000204348",0.992697243008103,"TN","DXO"
"ENSG00000171561",0.991917190407032,"TN","OR2AT4"
"ENSG00000100138",0.991790865774393,"TN","SNU13"
"ENSG00000180901",0.991689719580245,"TN","KCTD2"
"ENSG00000253661",0.991656417059559,"TN","ZFHX4-AS1"
"ENSG00000131626",0.991383070054266,"LumB","PPFIA1"
"ENSG00000147050",0.991062359932746,"TN","KDM6A"
"ENSG00000165055",0.990806899056499,"TN","METTL2B"
"ENSG00000233757",0.990640931690629,"TN","ZNF892"
"ENSG00000196242",0.99013765518235,"TN","OR2C3"
"ENSG00000112282",0.989984876997821,"TN","MED23"
"ENSG00000181444",0.989589493878686,"TN","ZNF467"
"ENSG00000116205",0.989261758471269,"TN","TCEANC2"
"ENSG00000166224",0.988843239423129,"TN","SGPL1"
"ENSG00000120256",0.988318501604674,"TN","LRP11"
"ENSG00000198804",0.987548440045174,"TN","COX1"
"ENSG00000137824",0.986908054072609,"LumB","RMDN3"
"ENSG00000123124",0.986887016883937,"LumB","WWP1"
"ENSG00000168137",0.986504662745985,"TN","SETD5"
"ENSG00000276644",0.9864676079846,"TN","DACH1"
"ENSG00000186088",0.98569786818021,"TN","GSAP"
"ENSG00000100445",0.985101829150603,"TN","SDR39U1"
"ENSG00000141127",0.984600923799783,"TN","PRPSAP2"
"ENSG00000148843",0.984295264640729,"LumB","PDCD11"
"ENSG00000203805",0.983999512904373,"TN","PLPP4"
"ENSG00000160683",0.983806453208576,"TN","CXCR5"
"ENSG00000127564",0.983637180087964,"TN","PKMYT1"
"ENSG00000162227",0.983496131434021,"TN","TAF6L"
"ENSG00000212719",0.983389431664108,"TN","LINC02693"
"ENSG00000119203",0.983354059021633,"TN","CPSF3"
"ENSG00000133627",0.982860413695741,"TN","ACTR3B"
"ENSG00000014914",0.982591835106047,"TN","MTMR11"
"ENSG00000124466",0.982583469299527,"TN","LYPD3"
"ENSG00000175164",0.982265881506929,"TN","ABO"
"ENSG00000152484",0.982079292218121,"TN","USP12"
"ENSG00000138468",0.981792820711621,"TN","SENP7"
"ENSG00000175274",0.981729461778942,"TN","TP53I11"
"ENSG00000197776",0.981616068302347,"TN","KLHDC1"
"ENSG00000115816",0.98138823904688,"TN","CEBPZ"
"ENSG00000075213",0.98088022780515,"TN","SEMA3A"
"ENSG00000277075",0.980493594958084,"TN","H2AC8"
"ENSG00000101577",0.980374636628281,"LumB","LPIN2"
"ENSG00000115942",0.980309757593341,"TN","ORC2"
"ENSG00000065615",0.98019897580257,"TN","CYB5R4"
"ENSG00000159110",0.979250736820971,"TN","IFNAR2"
"ENSG00000291158",0.979070566808028,"TN","LINC00869"
"ENSG00000176092",0.978725340720722,"TN","CRYBG2"
"ENSG00000171132",0.978624272886595,"TN","PRKCE"
"ENSG00000281376",0.978603999834992,"TN","ABALON"
"ENSG00000104093",0.978416848819095,"TN","DMXL2"
"ENSG00000178921",0.977908595664481,"TN","PFAS"
"ENSG00000111581",0.977367067891923,"TN","NUP107"
"ENSG00000131747",0.977081519799364,"TN","TOP2A"
"ENSG00000167613",0.976682220027593,"TN","LAIR1"
"ENSG00000109189",0.976201786163609,"TN","USP46"
"ENSG00000139193",0.97602850842232,"TN","CD27"
"ENSG00000176798",0.97589378788474,"TN","OR51L1"
"ENSG00000137203",0.975825226687361,"TN","TFAP2A"
"ENSG00000125772",0.975780315932128,"TN","GPCPD1"
"ENSG00000131650",0.975551500417741,"LumB","KREMEN2"
"ENSG00000152332",0.975513294901216,"TN","UHMK1"
"ENSG00000155463",0.97508869309905,"TN","OXA1L"
"ENSG00000130054",0.975006560099502,"TN","NALF2"
"ENSG00000144647",0.97495995404049,"TN","POMGNT2"
"ENSG00000204296",0.974871448231127,"TN","TSBP1"
"ENSG00000155363",0.97468327608379,"TN","MOV10"
"ENSG00000002016",0.974201518431985,"TN","RAD52"
"ENSG00000151746",0.974060599102108,"TN","BICD1"
"ENSG00000160789",0.973960505600895,"TN","LMNA"
"ENSG00000123159",0.973603622283681,"TN","GIPC1"
"ENSG00000121210",0.973592184460815,"LumB","TMEM131L"
"ENSG00000139946",0.972476956574742,"TN","PELI2"
"ENSG00000196914",0.970876279802761,"TN","ARHGEF12"
"ENSG00000288989",0.970874522999115,"TN","LOC105376306"
"ENSG00000117984",0.970740655375362,"TN","CTSD"
"ENSG00000114416",0.970435632989765,"TN","FXR1"
"ENSG00000012061",0.970347172850931,"TN","ERCC1"
"ENSG00000138942",0.9695890694597,"TN","RNF185"
"ENSG00000102466",0.96940645090346,"TN","FGF14"
"ENSG00000152969",0.969375835647755,"TN","JAKMIP1"
"ENSG00000126777",0.969265847506334,"TN","KTN1"
"ENSG00000133606",0.969257649140111,"TN","MKRN1"
"ENSG00000140264",0.969084983879928,"TN","SERF2"
"ENSG00000180537",0.968475120514155,"LumB","RNF182"
"ENSG00000175322",0.967774466220883,"TN","ZNF519"
"ENSG00000213281",0.967709539761382,"LumB","NRAS"
"ENSG00000261359",0.967188927283637,"LumB","PYCARD-AS1"
"ENSG00000152767",0.966677581192431,"TN","FARP1"
"ENSG00000144524",0.966608876776898,"TN","COPS7B"
"ENSG00000142856",0.966073612685714,"TN","ITGB3BP"
"ENSG00000167186",0.9658952686408,"TN","COQ7"
"ENSG00000123505",0.96585502465237,"LumB","AMD1"
"ENSG00000054793",0.965148045340233,"TN","ATP9A"
"ENSG00000127954",0.965056351201704,"TN","STEAP4"
"ENSG00000230989",0.96481379303137,"TN","HSBP1"
"ENSG00000119392",0.964696188189844,"TN","GLE1"
"ENSG00000172809",0.964478509098108,"TN","RPL38"
"ENSG00000138162",0.964469868051616,"TN","TACC2"
"ENSG00000021776",0.964381117858864,"TN","AQR"
"ENSG00000178852",0.964190931704914,"TN","EFCAB13"
"ENSG00000091651",0.963697058194195,"LumB","ORC6"
"ENSG00000137094",0.963366731972544,"TN","DNAJB5"
"ENSG00000265972",0.963281973221257,"TN","TXNIP"
"ENSG00000154655",0.963125302428322,"TN","L3MBTL4"
"ENSG00000104267",0.962802508783799,"LumB","CA2"
"ENSG00000265241",0.962587484332978,"TN","RBM8A"
"ENSG00000120742",0.962522047072437,"TN","SERP1"
"ENSG00000006715",0.962374909140805,"TN","VPS41"
"ENSG00000143870",0.962370317590097,"TN","PDIA6"
"ENSG00000164187",0.961742734157298,"TN","LMBRD2"
"ENSG00000261360",0.961689945271121,"TN","OTULIN-DT"
"ENSG00000235033",0.960986642435981,"TN","DAAM2-AS1"
"ENSG00000250120",0.96049701156121,"TN","PCDHA10"
"ENSG00000120784",0.95951606657456,"TN","ZFP30"
"ENSG00000140395",0.959387930885749,"TN","SKIC8"
"ENSG00000009307",0.958898337132132,"LumB","CSDE1"
"ENSG00000167637",0.958584015256885,"TN","ZNF283"
"ENSG00000283503",0.958138420679736,"TN","LINC01902"
"ENSG00000119720",0.957741451679214,"TN","NRDE2"
"ENSG00000188352",0.957317445105438,"LumB","FOCAD"
"ENSG00000259029",0.957232037262775,"TN","DUX4L18"
"ENSG00000143013",0.956003378624961,"TN","LMO4"
"ENSG00000196517",0.955916764465303,"TN","SLC6A9"
"ENSG00000281691",0.955693184496869,"TN","RBM5-AS1"
"ENSG00000130943",0.955238716263813,"TN","PKDREJ"
"ENSG00000164070",0.955104152065948,"TN","HSPA4L"
"ENSG00000095139",0.954771863367025,"LumB","ARCN1"
"ENSG00000248508",0.954595830503814,"TN","SRP14-DT"
"ENSG00000116580",0.954308055765964,"TN","GON4L"
"ENSG00000189114",0.953234709648536,"TN","BLOC1S3"
"ENSG00000100647",0.953210472298613,"TN","SUSD6"
"ENSG00000238197",0.952986613874686,"TN","PAXBP1-AS1"
"ENSG00000110321",0.952783048585684,"TN","EIF4G2"
"ENSG00000156171",0.952513031370325,"TN","DRAM2"
"ENSG00000267128",0.951796719526062,"TN","RNF157-AS1"
"ENSG00000106123",0.951776621397202,"TN","EPHB6"
"ENSG00000126107",0.951561062475198,"TN","HECTD3"
"ENSG00000136051",0.951109835705939,"TN","WASHC4"
"ENSG00000268041",0.950789139349025,"LumB","ERFL"
"ENSG00000237505",0.950586593961084,"TN","PKN2-AS1"
"ENSG00000206579",0.950216164271418,"TN","XKR4"
"ENSG00000080561",0.949841295718181,"TN","MID2"
"ENSG00000262655",0.94974898022903,"HER2","SPON1"
"ENSG00000275692",0.949630231812706,"TN","MIR6724-4"
"ENSG00000145730",0.94910901666322,"TN","PAM"
"ENSG00000188647",0.948921299281012,"TN","PTAR1"
"ENSG00000138101",0.948920377657559,"TN","DTNB"
"ENSG00000157654",0.94882472350315,"TN","PALM2AKAP2"
"ENSG00000150275",0.94842352792784,"TN","PCDH15"
"ENSG00000188738",0.94834492395168,"TN","FSIP2"
"ENSG00000165699",0.947968608314327,"TN","TSC1"
"ENSG00000225830",0.947048048484438,"TN","ERCC6"
"ENSG00000135924",0.946791983087194,"TN","DNAJB2"
"ENSG00000181143",0.946606476937827,"TN","MUC16"
"ENSG00000284977",0.946016836593727,"TN","LOC105376244"
"ENSG00000183258",0.945729583079099,"TN","DDX41"
"ENSG00000160678",0.945530801080873,"TN","S100A1"
"ENSG00000092068",0.945423368750619,"TN","SLC7A8"
"ENSG00000132382",0.944574399843662,"TN","MYBBP1A"
"ENSG00000141699",0.943373639542023,"TN","RETREG3"
"ENSG00000108312",0.94317195937293,"TN","UBTF"
"ENSG00000005059",0.942896940642701,"TN","MCUB"
"ENSG00000116141",0.942663341693553,"TN","MARK1"
"ENSG00000260053",0.942626833050764,"TN","ABCB10P4"
"ENSG00000112473",0.942237435217675,"TN","SLC39A7"
"ENSG00000188613",0.941808605880064,"TN","NANOS1"
"ENSG00000146247",0.941064457645219,"TN","PHIP"
"ENSG00000133958",0.940940234693706,"TN","UNC79"
"ENSG00000161016",0.940930162145708,"LumB","RPL8"
"ENSG00000146221",0.940926465203167,"LumB","TCTE1"
"ENSG00000137968",0.940618114217013,"TN","SLC44A5"
"ENSG00000132639",0.940243315959337,"TN","SNAP25"
"ENSG00000170374",0.93981196780036,"TN","SP7"
"ENSG00000102934",0.93923749409182,"TN","PLLP"
"ENSG00000166342",0.937745824461954,"TN","NETO1"
"ENSG00000167874",0.936135429494311,"TN","TMEM88"
"ENSG00000166750",0.935006644368983,"LumB","SLFN5"
"ENSG00000135821",0.934543407858581,"TN","GLUL"
"ENSG00000255154",0.934393744864827,"TN","HTD2"
"ENSG00000011405",0.934030193858079,"TN","PIK3C2A"
"ENSG00000151687",0.933961330287993,"LumB","ANKAR"
"ENSG00000101966",0.93341962859816,"LumB","XIAP"
"ENSG00000160224",0.932719177731031,"TN","AIRE"
"ENSG00000137492",0.932399196507035,"LumB","THAP12"
"ENSG00000148773",0.932016229126709,"TN","MKI67"
"ENSG00000234512",0.930900544740183,"TN","TLR12P"
"ENSG00000078304",0.929898852964291,"TN","PPP2R5C"
"ENSG00000224940",0.929675016713336,"TN","PRRT4"
"ENSG00000138081",0.929620322001074,"TN","FBXO11"
"ENSG00000187918",0.929275053260183,"TN","OR51I2"
"ENSG00000170049",0.929027140845454,"TN","KCNAB3"
"ENSG00000291107",0.928794854541824,"TN","LOC374443"
"ENSG00000106244",0.928614859970184,"TN","PDAP1"
"ENSG00000196924",0.927782277946906,"TN","FLNA"
"ENSG00000176422",0.92771077774648,"TN","SPRYD4"
"ENSG00000099290",0.927668361634258,"TN","WASHC2A"
"ENSG00000081913",0.92747936544838,"TN","PHLPP1"
"ENSG00000118894",0.92720113582387,"TN","EEF2KMT"
"ENSG00000155511",0.926966876674672,"TN","GRIA1"
"ENSG00000062485",0.926635869343379,"TN","CS"
"ENSG00000132357",0.926308675778221,"TN","CARD6"
"ENSG00000167360",0.926169969048401,"TN","OR51Q1"
"ENSG00000134698",0.926084219483021,"TN","AGO4"
"ENSG00000173838",0.926079816539649,"TN","MARCHF10"
"ENSG00000053524",0.925784753666424,"TN","MCF2L2"
"ENSG00000159409",0.925738014511077,"TN","CELF3"
"ENSG00000174996",0.925736197182814,"TN","KLC2"
"ENSG00000102572",0.925733424440087,"TN","STK24"
"ENSG00000101019",0.925669657159235,"TN","UQCC1"
"ENSG00000177335",0.924873911526547,"HER2","LINC02904"
"ENSG00000124134",0.924851731200839,"TN","KCNS1"
"ENSG00000174021",0.92484195423496,"TN","GNG5"
"ENSG00000229833",0.924449102513203,"TN","PET100"
"ENSG00000148841",0.92428448928298,"TN","ITPRIP"
"ENSG00000156467",0.924279151613673,"TN","UQCRB"
"ENSG00000108010",0.924272073778874,"TN","GLRX3"
"ENSG00000167136",0.923923268025458,"TN","ENDOG"
"ENSG00000134115",0.923805783369065,"TN","CNTN6"
"ENSG00000107518",0.922129427003058,"TN","ATRNL1"
"ENSG00000065054",0.92143091476519,"TN","NHERF2"
"ENSG00000169855",0.920452441767535,"TN","ROBO1"
"ENSG00000119285",0.919312005938622,"TN","HEATR1"
"ENSG00000102034",0.919074308306146,"TN","ELF4"
"ENSG00000114861",0.918387564517285,"TN","FOXP1"
"ENSG00000139645",0.918194487245944,"TN","ANKRD52"
"ENSG00000163939",0.918190068542691,"TN","PBRM1"
"ENSG00000115461",0.917941069551554,"TN","IGFBP5"
"ENSG00000273085",0.917517638373801,"TN","OR52E1"
"ENSG00000143257",0.917063834456146,"TN","NR1I3"
"ENSG00000104635",0.916887396575319,"TN","SLC39A14"
"ENSG00000100567",0.91677519603345,"TN","PSMA3"
"ENSG00000163597",0.916657914305741,"TN","SNHG16"
"ENSG00000265354",0.916443264191731,"LumB","TIMM23"
"ENSG00000204623",0.916223526550266,"TN","POLR1HASP"
"ENSG00000102312",0.915731703942541,"LumB","PORCN"
"ENSG00000169714",0.914572070170079,"TN","CNBP"
"ENSG00000081248",0.914447195605835,"TN","CACNA1S"
"ENSG00000087302",0.913994935816919,"TN","RTRAF"
"ENSG00000135913",0.913588973454103,"TN","USP37"
"ENSG00000178927",0.912733405645355,"TN","CYBC1"
"ENSG00000104413",0.912667437019759,"TN","ESRP1"
"ENSG00000067829",0.912384103014498,"TN","IDH3G"
"ENSG00000144285",0.911843464323209,"TN","SCN1A"
"ENSG00000165934",0.911541252269408,"TN","CPSF2"
"ENSG00000073921",0.911360182106632,"TN","PICALM"
"ENSG00000181045",0.910893582487185,"TN","SLC26A11"
"ENSG00000197603",0.91071495261477,"TN","CPLANE1"
"ENSG00000155980",0.910583087640627,"TN","KIF5A"
"ENSG00000175697",0.909334621296196,"TN","GPR156"
"ENSG00000087086",0.909162185524462,"LumB","FTL"
"ENSG00000106804",0.908038195284059,"TN","C5"
"ENSG00000176208",0.90743166419271,"TN","ATAD5"
"ENSG00000128923",0.906959992964507,"TN","MINDY2"
"ENSG00000137154",0.904786727041892,"LumB","RPS6"
"ENSG00000205495",0.904752138627957,"TN","OR52J3"
"ENSG00000224116",0.904702610102474,"TN","INHBA-AS1"
"ENSG00000258388",0.904519775030542,"TN","PPT2-EGFL8"
"ENSG00000169567",0.904503203057759,"TN","HINT1"
"ENSG00000114541",0.903795648061474,"TN","FRMD4B"
"ENSG00000181982",0.903647541790647,"TN","CCDC149"
"ENSG00000072415",0.903566237590532,"TN","PALS1"
"ENSG00000136960",0.903075896971025,"TN","ENPP2"
"ENSG00000270765",0.903048731615727,"TN","GAS2L2"
"ENSG00000183853",0.902404918033654,"TN","KIRREL1"
"ENSG00000164142",0.900944167442378,"TN","FHIP1A"
"ENSG00000230261",0.900811603030585,"TN","OR52J2P"
"ENSG00000107771",0.900661359109167,"TN","CCSER2"
"ENSG00000138964",0.900428284966646,"TN","PARVG"
"ENSG00000119537",0.899355422843972,"TN","KDSR"
"ENSG00000119522",0.898771964389755,"TN","DENND1A"
"ENSG00000178662",0.898159564007836,"TN","CSRNP3"
"ENSG00000180251",0.897532823322281,"TN","SLC9A4"
"ENSG00000080823",0.897258361101517,"TN","MOK"
"ENSG00000100095",0.896791655301779,"TN","SEZ6L"
"ENSG00000111877",0.896093731670684,"TN","MCM9"
"ENSG00000119574",0.895793602841769,"TN","ZBTB45"
"ENSG00000154917",0.895704011025171,"LumB","RAB6B"
"ENSG00000089063",0.8928918930151,"LumB","TMEM230"
"ENSG00000168374",0.892792665272812,"TN","ARF4"
"ENSG00000177105",0.890766230715915,"TN","RHOG"
"ENSG00000259234",0.89072169929798,"TN","ANKRD34C-AS1"
"ENSG00000160401",0.89000293948774,"TN","CFAP157"
"ENSG00000141258",0.888243739510782,"TN","SGSM2"
"ENSG00000139437",0.88783038166183,"TN","TCHP"
"ENSG00000147251",0.887391498770428,"TN","DOCK11"
"ENSG00000237605",0.887085320189544,"LumB","DYRK3-AS1"
"ENSG00000169499",0.885961114385185,"TN","PLEKHA2"
"ENSG00000152076",0.885883526654034,"TN","CCDC74B"
"ENSG00000119723",0.88571273937977,"LumB","COQ6"
"ENSG00000182827",0.885592381011182,"TN","ACBD3"
"ENSG00000166925",0.88550847555329,"LumB","TSC22D4"
"ENSG00000184708",0.885323062151951,"TN","EIF4ENIF1"
"ENSG00000125731",0.885112919881653,"TN","SH2D3A"
"ENSG00000132199",0.88458973939595,"TN","ENOSF1"
"ENSG00000284526",0.88455344251808,"TN","LOC122455342"
"ENSG00000188282",0.884411542842731,"TN","RUFY4"
"ENSG00000114529",0.884105688950293,"TN","C3orf52"
"ENSG00000184209",0.883934425949045,"TN","SNRNP35"
"ENSG00000237737",0.883788014494796,"TN","DCTN1-AS1"
"ENSG00000121897",0.8836218062377,"TN","LIAS"
"ENSG00000137310",0.882056612377105,"TN","TCF19"
"ENSG00000108587",0.881748020686164,"TN","GOSR1"
"ENSG00000134986",0.881283966624535,"TN","NREP"
"ENSG00000267064",0.880492501269778,"TN","UXT-AS1"
"ENSG00000144749",0.880435447222122,"TN","LRIG1"
"ENSG00000156222",0.880112500000882,"TN","SLC28A1"
"ENSG00000137409",0.879932959901436,"TN","MTCH1"
"ENSG00000253877",0.879660738998445,"TN","LINC01608"
"ENSG00000119283",0.879538292334758,"TN","TRIM67"
"ENSG00000175467",0.879379984263861,"TN","SART1"
"ENSG00000204104",0.878512961301778,"TN","TRAF3IP1"
"ENSG00000067560",0.878213375380446,"LumB","RHOA"
"ENSG00000157613",0.878176487551812,"TN","CREB3L1"
"ENSG00000184486",0.877530406324372,"HER2","POU3F2"
